text	label
acabo ver esto y esta haciendo mi tia pa comer	joy
soy celosa si un monton lo mio e solo mio	joy
sad e despertar por mananas con bonita y no tener	sadness
si estas bien con el arriba nada ni nadie puede	joy
simplemente no te entiendo            	sadness
mi telefono contra pared            	joy
ganas un chocolate              	sadness
iba despertar 8 y desperte recien        	sadness
el viernes recibi muchas excusas super pendejas mil veces prefiero	joy
lunes                  	sadness
se haga una radio para el        	sadness
no quiero ma el miedo siempre esta      	sadness
no aguanto mas estos suenos          	sadness
siesta pega no importa este lindo el dia    	joy
se durmio                	sadness
ahora menos quiero se vaya          	sadness
lunes y familia porque como le dije una vez naci	joy
nada y nadie va sacarme felicidad este fin semana  	joy
estoy pero como no pienso salir ni      	joy
aburrimiento                  	sadness
realmente e dificil tener leer tanto        	sadness
para mi e muy especial porque mi padre en italia	sadness
yo se mi seguidores en instagram odian x subir todo	joy
en el futbol              	sadness
esta imagen el corazon            	sadness
hoy por fin pude mi black y lleve varias  	joy
no quiero hablar tengo novia y quiero mucho pero si	anger
triste partir manana regreso escuela y neta no quiero porque	sadness
dia largo espera              	sadness
mmm buena noche              	joy
mucho ma va en el tatuaje espalda no aguanto tanto	anger
vine al local sin desayunar y ahora si quiero cruzar	anger
lo quiero al              	sadness
dificil e tomar decisiones            	sadness
ahora no duermo ma            	anger
aburrido tener ir hacer compras solo        	sadness
te entiendo yo tambien mi          	sadness
e posible solo en he dicho        	joy
no e lo mismo ojala todo fuera como ante  	sadness
te quiero pero tu mi no        	sadness
rehuso ir al escuela            	sadness
en listo                	joy
aaaaa quiero salir lpm            	anger
un dia para otro            	joy
quiero hacerle feliz              	joy
cuando sera el dia empiece un huevo todo    	anger
ni con sus comentarios van cambiar        	joy
queda una semana vacaciones            	sadness
hay una banda gente en mi casa y manejo un	anger
manana con mi novio            	sadness
cuando te un mensaje desde el al oscar esos mensajes	joy
una gota mas agua para el cafe ya e motivo	anger
se supone uno va hacer un domingo en noche  	sadness
hasta los haciendo clases en pero feliz      	joy
ganas este aca conmigo            	sadness
no puedo mas  lo extrano necesito un ratito al	sadness
si tan solo jamas se hubiera jugado ese partido contra	sadness
fui                  	sadness
no pego una bronca            	anger
no e e gente            	anger
"da alarma eso pruebas o "" "" no termino muy"	sadness
hoy queria llevar al mc y tomar helado arrepiento decirle	sadness
ayer fue un dia super          	joy
bronca hace dar              	anger
solo quiero dormir              	sadness
amistad llamada familia no e solo para foto    	joy
te voy extranar mucho bebe          	sadness
acuerdo llorando por eso y da mucha rabia    	anger
quiero irme mi casa            	sadness
buen dia joven              	joy
hoy manana en              	joy
cada dia pasa pone mas nerviosa gente anda por el	anger
estoy en el momento justo donde necesito un buen abrazo	sadness
por esto estoy intentando esta          	sadness
quiero irme mi necesito comer y dormir      	anger
no siento los              	sadness
sus ojitos lo hicieron otra vez        	sadness
""" "" en frente            "	joy
sera verdad                	sadness
encantas                  	sadness
el mio tambien              	anger
tengo antojo un postre            	sadness
conversacion 500 am yo david mande creo audio david so	joy
venia tan bien              	sadness
mi novio acaba llegar playa si el coche iria y	sadness
estoy                  	sadness
hpta tengo con este            	anger
bueno desperte buen humor espero dure        	joy
abri un con naranja lo encima sin querer y ahora	sadness
mi lista se le el          	joy
y si te dicen            	anger
dejarme en visto jamas            	joy
se corto y no tengo nada bateria      	anger
ganas tener una amiga le guste sacar fotos y saque	joy
ya ni dormir en paz se puede en esta casa	anger
ya en todos lados y toda horas hay entre semana	anger
quiero dormirme y no puedo lpm        	anger
buenas noches empiezo otro ingles ya he pasado al ver	joy
no falla vaya y el se tire un comentario estoy	joy
ni quien aguante con mi mal humor ayuda    	joy
estoy agarrando                	anger
te lo cambio por el mio        	joy
si yo ni puedo salir con nadie mas no sea	joy
quien los q quiera traer un        	joy
extrano mi vida sin            	sadness
con este calor no hay quien duerma      	anger
los manana trabajar somos menos          	sadness
no se como hare para despertar y llegar tiempo al	joy
lleguen los domingo y saber tenes ese      	anger
terrible dolor d cabeza pero hoy un poco mas ayer	sadness
estos ya                	sadness
y los encantan              	joy
el 80 buscando quien e mia        	sadness
amo ser porque lo hago          	joy
alguien quiere conmigo ni mi hablan        	sadness
traigo un buen ganas y          	sadness
hablemos                  	joy
aun le pongo doble nudo          	sadness
todavia no llegue eso            	sadness
aaaaa estoy re enojada            	anger
pase bien padre pero definitivamente lo extrane mucho    	sadness
ante volver sonar lo sone pego un posta    	joy
no lo creo youtube ha vuelto quitar  3 dias	sadness
puedo decir volvio todo  mas bien      	joy
i n s o m n i o    	anger
quilombo                  	anger
rayos fuerte decision              	sadness
cada vez mas estoy            	anger
mi papa soy unica soltera en familia      	joy
dolor todo                	sadness
todo iba bien hasta            	anger
ok po                	sadness
sigo en proceso con este presidente        	sadness
con lo                	sadness
ok po                	joy
todo el finde dia y noche con mi novio como	sadness
el del auto para poder yo hoy y se lo	anger
estar en ahora              	sadness
y no se ha            	sadness
no pueden caer dolares del cielo niego trabajar    	anger
por mas intente el 6 agosto siempre alcanza    	sadness
arrepiento cosas                	anger
un domingo sin no e domingo        	sadness
aqui voy el tiempo e el va dar cartas  	joy
dios primero amp veras el estara contigo hasta el final	joy
1111 quiero saber saben tus besos        	joy
quiero quiero musica              	joy
si alguien se toma el tiempo solo para verte verdad	joy
adorable                  	joy
encanta su carita atencion viendo una peli pero quiero irme	sadness
tal los                	joy
tenia tantos sabados sin libres ahora no tengo plan  	sadness
y yo ya pague            	joy
mi favorita e el chocolate          	joy
ya no quiero sea mi cumpleanos        	sadness
bueno dormir quiero mi buenas noches        	anger
ganas                  	anger
luego cuando y ni y estare        	joy
algo e estar en clases cuando deberias estar en hora	sadness
nuevas cositas  del al y del al 50 se	joy
enojado estoy                	anger
mal ahi levante re            	anger
ganas estar en santa fe          	sadness
sone horrible y ando bien          	sadness
no podes tener un domingo tranquilo te mate luna los	anger
e una pija mi celular          	anger
segun manana hara 6 deg y voy      	joy
no se asi mi sabado          	sadness
maduro salio lastima otra mala noticia para el pais  	sadness
si los huevos decirlo para          	joy
al pedo fue todo lo hice por vos    	joy
voy tener dormir en el hoy ja mi pieza e	joy
excelente reir y llorar llorar mas no poder    	joy
este departamento nunca queda bien limpio siempre encuentro    	anger
tengo el al mil            	sadness
hoy no quiero ver video perritos        	sadness
una mi mejores amigas manana le su papa y mama	sadness
"mi verdadera respuesta e "" tu madre ""    "	joy
pecado banarse esta hora con este frio      	sadness
lpm noche siempre termina pasando lo mismo      	sadness
y como siempre soy yo no hace nada    	anger
uno bien emocionado por tiene una cita y te dejan	joy
yo y mi miedo los hasta q no se pase	joy
amor prohibido por calles            	sadness
mal anda el wifi            	anger
jamas en vida habia tanto un equipo      	joy
lindo dormir con este lastima q no tengo nadie qe	sadness
este hdp                	anger
por q todo lo q deseo e prohibido    	joy
en el                	joy
ojala salga todo lindo esta noche        	joy
ni                  	anger
necesito reir y abrazar alguien          	sadness
mas bajon no sentir no          	sadness
nose por q pija estoy tan idiota      	anger
gracias verdad estas cosas se tienen        	joy
ni para gaste mi maquillaje          	sadness
por los fine semana se pasan tan rapido    	sadness
ahora si dormir             	joy
e escuchar gritar esta perra esta cagada hambre y no	anger
chale veces solo quiero platicar chido mi dia pero no	sadness
quiero ver los increibles y          	sadness
gustas para mi amiga pero como el corazon pienso cada	joy
por eso nunca subo tweet          	joy
como extrano el asado y ensalada        	sadness
acuerdo porfa                	sadness
loco q mal q siento          	sadness
yo tengo tanta suerte enfermo los fine semana    	joy
paja volver cursar              	sadness
porque mi mama tiene y yo no      	sadness
paz cumple siete anos siete cuando en momento paso  	sadness
yo despues del oso tan hp hice      	joy
voy poner agua para            	joy
no haber ido marcha por miedo mi casa    	sadness
harta mi crush              	sadness
bueno pues ya tengo el disfrutar como un nino  	joy
ya lo extrano              	sadness
cuantas por favor              	sadness
yo llevaba al gato pero como meta otro se va	sadness
siempre lo mismo              	sadness
y agua yo siento q ayuda una banda    	joy
el e mi mejor amigo          	sadness
si no en persona lado porque chingados sigues con ella	sadness
iba tuitear se hace esta noche pero manana se trabaja	sadness
lo unico bueno volver facultad e veo chicas    	joy
si va querer sea con todo y      	sadness
te extrano mi              	sadness
chivas hace muy buenas si toda tienen otra cosa seria	sadness
