,text,label
4744,quiero                  ,anger
4745,voy ir jugar asi            ,joy
4746,si vuelvo lo mismo se voy arrepentir      ,sadness
4747,ni te pinta tengo y el humor      ,anger
4748,e mi dia descanso ma mi trabajo entre semana los,joy
4749,siento haber hecho algo            ,sadness
4750,imbecil                  ,anger
4751,llego el momento siempre pero sabia algun dia tengo hacer,sadness
4752,so todo lo quiero y necesito        ,sadness
4753,quiero repetir esos dias cuando tarde al trabajo y el,joy
4754,quiero comprar un juego mate pero estan todos    ,sadness
4755,se el celular y pongo o cualquier cosa    ,anger
4756,detesto se vuelva loco            ,anger
4757,era salir                ,sadness
4758,tengo muchisimo sueno              ,anger
4759,porque no hay una en el barrio      ,sadness
4760,si no acuerdo no paso          ,joy
4761,esta vez hice muchos amigo no le quise pegar nadie,joy
4762,chingada llegar y no estes          ,sadness
4763,para arrancar manana              ,joy
4764,paciencia hay tener con este pibe dios      ,anger
4765,necesito un cafe en con vista al tiene el  ,joy
4766,voy grabar mi vecino le da por escuchar musica ,anger
4767,el franco estoy perdiendo por culpa del pie    ,anger
4768,ahora falta                ,sadness
4769,tengo muchos para el pero ninguno con pequena arriba por,sadness
4770,rompe toda estar asi            ,sadness
4771,buenas tardes gracias              ,joy
4772,ay se siente cool leer hacia tu persona    ,joy
4773,queria dormir con ella            ,sadness
4774,serie con mi              ,joy
4775,no puedo despertar esta hora          ,anger
4776,no mm no lleva ni una semana y ya extrano,sadness
4777,yo esto  gracias por leer mi cosas y ademas,joy
4778,na si tengo una sal          ,anger
4779,tuve un sueno y busque su y decia eran ansiedad,joy
4780,no habra nadie en el mundo        ,sadness
4781,idea cuando cosas empiezan todo e bonito y despues se,sadness
4782,! ah y buenos dias          ,joy
4783,buenos dia mundo mundial  semana esta como para darle,joy
4784,porque pasa exactamente lo quiero pero no con persona quiero,anger
4785,re los del grupo facu          ,anger
4786,ya le di rt            ,joy
4787,lopez le pasa lo mismo en su tiempo ya tiene,sadness
4788,ese e un nino le gusta coger en cama los,anger
4789,hace mucha mucha mucha falta          ,sadness
4790,quiero conocer al vieja            ,sadness
4791,"agosto del 2018 y nada supero "" rehuso "" sorry",sadness
4792,soy yo cuando volvi el viernes        ,joy
4793,no e justo              ,sadness
4794,pensar estuve en ese partido vuelta contra el america y,sadness
4795,ayer fue un buen dia          ,joy
4796,buen dia                ,joy
4797,perdon por                ,sadness
4798,esto e algo hace sangre          ,anger
4799,pone contenta gente le guste lo hace acordarme por empece,joy
4800,estan buenas los vecinos            ,joy
4801,ya enferme                ,sadness
4802,lo unico necesito e escuchar un te amo   ,sadness
4803,dicen q estas enamorada cuando piensas en esa persona ante,sadness
4804,este dolor estomago tiene hasta madre        ,anger
4805,estoy loca con todo            ,sadness
4806,era barrio hoy              ,sadness
4807,hoy vida cago palos siento para el orto    ,sadness
4808,en buena banda local            ,joy
4809,dejas dormir primer aviso ante te mate      ,anger
4810,nunca se sabe cuando va hacer ultima vez una persona,sadness
4811,como hace renegar este arito          ,anger
4812,tanto para lo estan favor o en contra los  ,anger
4813,rindo con vida lo mio no e dormir como alguien,sadness
4814,tienen hasta madre los trafico en vega  ! van,anger
4815,si hubiera sido buena estaria mi ano en universidad pero,sadness
4816,y mas feo e cuando te cae todo    ,sadness
4817,sueno                  ,sadness
4818,unos y arrancamos              ,joy
4819,van 50 minutos viaje y recien estoy en el con,anger
4820,no quiero vivir asi no puedo hacerlo dolor tan horrible,sadness
4821,buenos dias  felizdomingo  bendiciones y un gran abrazo,joy
4822,alto dia y yo aca encerrado        ,sadness
4823,cielo mas hermoso              ,joy
4824,en odio mal voy fumar un ver si se va,anger
4825,lo ma mi vida no lo tendre nunca mas ,sadness
4826,hoy el se jugo con el pollo al disco y,joy
4827,ganas darle todo el amor q ella merece    ,sadness
4828,y helado tambien no vendria para nada mal    ,sadness
4829,insomnio                  ,sadness
4830,unas ganas venga dormir conmigo          ,joy
4831,no porque un posible algo en un correo voy ctm,anger
4832,quiero ir al              ,sadness
4833,si t doy mas do like hablame gracias    ,joy
4834,extrano tanto mi familia            ,sadness
4835,y bueno si n queda otra se estudia    ,sadness
4836,y sabes porque te mi apoyo porque yo si se,sadness
4837,dia mas dificil              ,sadness
4838,odio esperar algo y al mismo tiempo saber no va,sadness
4839,tengo ganas tomando chela y escuchando        ,joy
4840,daria todo por no aunque fuera un solo dia  ,sadness
4841,ya empezaron comprar en mi casa        ,sadness
4842,capitan                  ,joy
4843,si soy un desmadre pero bien bonito      ,joy
4844,odio tanto estar asi sin saber nada      ,anger
4845,no podemos seguir bajando sino lista  todos votar  ,sadness
4846,no gusta estar asi con ella        ,sadness
4847,hermoso esta el dia            ,joy
4848,hoy los celos en esta mujer ya no    ,joy
4849,choca en casa pregunten por  no se decir  ,sadness
4850,estoy tan                ,sadness
4851,no estoy segura si los sentimientos son felicidad en medio,sadness
4852,odio visitas en mi casa por quiero ir preparar algo,anger
4853,estaria feliz ya entrar clases manana si mi mejor amiga,joy
4854,gracias facebook por tus recuerdos          ,joy
4855,facebook y whatsapp deberian tener modo        ,anger
4856,despues se quejan              ,joy
4857,do semanas clase y ya tengo el estres mil  ,sadness
4858,quiero tener un              ,sadness
4859,en mi garganta              ,sadness
4860,toy se explota los celos          ,anger
4861,como odio compartir pieza con mi hermana e lo ma,anger
4862,ya y no quiero saber nadie en todo el dia,joy
4863,aburro mucho y no se hacer        ,sadness
4864,? amp si en vez rabia no hablamos los ojos,joy
4865,no pueden poner esos do el mismo dia octubre  ,anger
4866,queria ver series en netflix y no han cuenta ,anger
4867,cada rechazo tomar una llamada en ingles siento mi misma,sadness
4868,falta                  ,sadness
4869,te y asi lo            ,sadness
4870,en medio dios siempre tendra el control solo debo confiar,sadness
4871,? por e tan dificil encontrar un completo ? acaso,sadness
4872,el q volvio nacer            ,joy
4873,dicen q el borracho dice siempre verdad lucia no te,sadness
4874,un cafe no mi dia pero e un gran comienzo,joy
4875,poco queda para ir verla          ,joy
4876,si una conmigo foto            ,sadness
4877,? hicieron con santiago            ,anger
4878,estoy triste  tenia muchas ganas ir al concierto pero,sadness
4879,he hacer un hilo con mi anime favoritos emocion  ,joy
4880,mal lo mio dia            ,joy
4881,se parte cabeza en mil y no puedo dormir  ,sadness
4882,gente sus en redes ilusion tambien se vive    ,joy
4883,alguien al dm              ,joy
4884,da solo dice verdad cuando te        ,anger
4885,ya fue                ,sadness
4886,quiero temporada y serie completa en netflix      ,anger
4887,no hay nada para en solo unas papa fritas cagadas,anger
4888,como extrano mi perrito            ,sadness
4889,bonito e cuando tu familia quiere tu yo su familia,joy
4890,esto tomar mate sola no va alguien quiera hacer compania,sadness
4891,oigan mi vida e un desmadre        ,sadness
4892,tener ganas tomar y ya no tenga plata    ,sadness
4893,solo al sol y ya          ,anger
4894,feliz domingo todos              ,joy
4895,manana misa con sabor por tu partida   te,sadness
4896,otro anos mas sin vos amigo como te extrano  ,sadness
4897,le dije debo iba salir y ahora quedo con ganas,sadness
4898,en serio dejan el por el partido      ,anger
4899,hola todos voy vender mi tarjeta sonido al whatsapp gracias,joy
4900,perdon por ser tan            ,sadness
4901,? empieza ! cine bajo estrellas momentos en para disfrutar,joy
4902,quiero un abdomen pero no dejo cenar cada se antoja,sadness
4903,porque siento tan solo            ,sadness
4904,soy persona mas existe            ,sadness
4905,ya extranaba estar en            ,joy
4906,por hablas si realmente no quieres nada conmigo    ,sadness
4907,lo mejor este dia e ya se acabo    ,joy
4908,no vuelvo beber mas            ,sadness
4909,ya no se si salir con este pie jodido  ,sadness
4910,o ya no esta            ,sadness
4911,y bueno dejaron sin comida          ,anger
4912,buenos dias cd              ,joy
4913,no tenia pensado salir            ,sadness
4914,pinche estado animo en el ando        ,joy
4915,ayer dijeron en f tener una azul compra una roja,sadness
4916,hice mal todavia no entiendo          ,sadness
4917,asi cosas                ,joy
4918,escabiar y comer hoy no doy ma ahora descansar fue,joy
4919,gente sabes le los ovarios tan mal le caes ayer,sadness
4920,tengo ilusion pasar todo mi fine semana asi    ,joy
4921,pero si encanta meterme en situaciones        ,anger
4922,enfermo una vez al ano pero cuando deja totalmente  ,anger
4923,dije todo lo tenia hace bastante ahora siento mejor  ,joy
4924,tarde y parece perfecto            ,joy
4925,! buen dia unos y          ,joy
4926,recuerdos  te extrano [?]          ,sadness
4927,hoy por primera vez estuve en sesion con y no,sadness
4928,mi mama hace para despues decirme esta en el mc,anger
4929,ya habia                ,anger
4930,alguien ma nota son puros ninos quienes estan los  ,anger
4931,mas platicas gente mi edad          ,joy
4932,hice para                ,anger
4933,hace mucho no pasaba tan cool como hoy    ,joy
4934,odio sentirme asi cuando estoy poniendo mala      ,sadness
4935,buena llegue mi casa y no nada todavia injusto  ,sadness
4936,esto cuenta como              ,anger
4937,felizdomingo seria perfecto si no tuviera mi vecina pinche  ,anger
4938,va cabeza                ,sadness
4939,yo creo en dios cree en el porque lo vea,joy
4940,lo mejor del domingo e tu mama descargue contigo sus,joy
4941,este bajon no se quita          ,sadness
4942,quiero llegue mi almohada            ,sadness
4943,finde mas del orto no puede salir todo tan pero,sadness
4944,el como dice el            ,joy
4945,estoy en un domingo no puedo cama y tesis aun,sadness
4946,odio mucho llorar por bronca          ,sadness
4947,ganas tomar vinito tengo            ,sadness
4948,en 5 cumplo 18 bien todavia no se manejar mal,anger
4949,esta pasando                ,sadness
4950,ganas el tiempo              ,sadness
4951,canta                  ,anger
4952,no entiendo como hay hombre no pueden ver mujer tan,sadness
4953,fui 8 en ninguna casa tenian mi      ,anger
4954,no queria ir              ,sadness
4955,y una vez ma mi mama tiene razon dejo pensando,sadness
4956,en un momento cambium todo          ,sadness
4957,como todos los domingo            ,sadness
4958,pa para sa debate            ,joy
4959,no fui  no lo          ,sadness
4960,desperte con terrible mal humor          ,anger
4961,mi hermana acaba decir siente nunca quiero tener hijos y,joy
4962,ptm siempre paso buen pedo          ,anger
4963,andar por toda casa            ,joy
4964,por soy tan mamon            ,sadness
4965,si fuera por mi todos los dias mi novia  ,sadness
4966,patetico                  ,anger
4967,hola todos                ,joy
4968,cene hace y ya tengo hambre        ,sadness
4969,los si tuviera escucharlo en          ,joy
4970,no entiendo en fallo            ,sadness
4971,ayer entere triste noticia ya no esta en netflix  ,sadness
4972,donde estara mi              ,sadness
4973,como se va ganas todo lpm        ,anger
4974,estoy en una mi mejores no vengas romper los huevos,joy
4975,no quiero se vaya            ,sadness
4976,uh este wacho no para hablar        ,anger
4977,pibe ni un              ,anger
4978,no quedo este asi            ,sadness
4979,ocupo alguien vea con los ojos ve      ,joy
4980,enoja cuando estoy post guardia y por fin llego mi,sadness
4981,cuando tengo hambre pongo mal humor automaticamente      ,joy
4982,sabado familiar                ,joy
4983,feo sentirse solo todo el tiempo        ,sadness
4984,ya hasta se habia olvidado como era sentia    ,sadness
4985,e todo verguenza asco persona o lo sea    ,anger
4986,siempre con mi padre por quien se el para banarse,anger
4987,mmm no interesa              ,joy
4988,2 saco                ,sadness
4989,bronca hacen pegar  no pueden ser asi en esta,anger
4990,dia tan emocional              ,sadness
4991,soy un jimin orgulloso su si si      ,joy
4992,e una cara piedra una          ,anger
4993,eso hace ponga triste            ,sadness
4994,e bonito cuando alguien se interesa por ti diario este,joy
4995,buenas noches                ,joy
4996,siento tan fuera lugar estos dias nada sale bien  ,sadness
4997,se le piel              ,joy
4998,estabamos y estar junto ? habia malo con eso  ,sadness
